question_number,course_id,option_letter,option_text,is_correct
221,206,B,Complex password policy for mobile devices,False
221,206,C,The triggering of remote data wipe capabilities,False
221,206,D,Awareness training for mobile device users,False
222,206,A,There Is a reconciliation process between the spreadsheet and the finance system,False
222,206,B,A separate copy of the spreadsheet is routinely backed up,False
222,206,C,The spreadsheet is locked down to avoid inadvertent changes,False
222,206,D,Access to the spreadsheet is given only to those who require access,True
223,206,A,SQL injection attacks,False
223,206,B,Denial of service (DoS) attacks,True
223,206,C,Phishing attacks,False
223,206,D,Insider attacks,False
224,206,A,Use of stateful firewalls with default configuration,False
224,206,B,Ad hoc monitoring of firewall activity,False
224,206,C,Misconfiguration of the firewall rules,True
224,206,D,Potential back doors to the firewall software,False
225,206,A,Human resources (HR) sourcing strategy,False
225,206,B,Records of actual time spent on projects,True
225,206,C,Peer organization staffing benchmarks,False
225,206,D,Budgeted forecast for the next financial year,False
226,206,A,test environment with production workloads.,True
226,206,B,production environment with production workloads.,False
226,206,C,production environment with test data.,False
226,206,D,test environment with test data.,False
227,206,A,Data migration is not part of the contracted activities.,False
227,206,B,The replacement is occurring near year-end reporting,False
227,206,C,The user department will manage access rights.,True
227,206,D,Testing was performed by the third-party consultant,False
228,206,A,External audit review,False
228,206,B,Internal audit review,False
228,206,C,Control self-assessment (CSA),True
228,206,D,Stress testing,False
229,206,A,To decrease system response time,False
229,206,B,To Improve the recovery lime objective (RTO),False
229,206,C,To facilitate faster backups,False
229,206,D,To improve system resiliency,True
230,206,A,Available resources for the activities included in the action plan,False
230,206,B,A management response in the final report with a committed implementation date,True
230,206,C,A heal map with the gaps and recommendations displayed in terms of risk,False
230,206,D,Supporting evidence for the gaps and recommendations mentioned in the audit report,False
231,206,A,Ensure that the facts presented in the report are correct,True
231,206,B,Communicate the recommendations lo senior management,False
231,206,C,Specify implementation dates for the recommendations.,False
231,206,D,Request input in determining corrective action.,False
232,206,A,Comparing code between old and new systems,False
232,206,B,Running historical transactions through the new system,True
232,206,C,Reviewing quality assurance (QA) procedures,False
232,206,D,Loading balance and transaction data to the new system,False
233,206,A,Data availability,False
233,206,B,Data confidentiality,True
233,206,C,Data integrity,False
233,206,D,Data redundancy,False
234,206,A,The policy includes a strong risk-based approach.,False
234,206,B,The retention period allows for review during the year-end audit.,False
234,206,C,The retention period complies with data owner responsibilities.,True
234,206,D,The total transaction amount has no impact on financial reporting,False
235,206,A,Long-term Internal audit resource planning,False
235,206,B,Ongoing monitoring of the audit activities,True
235,206,C,Analysis of user satisfaction reports from business lines,False
235,206,D,Feedback from Internal audit staff,False
236,206,A,Preserving the same data classifications,False
236,206,B,Preserving the same data inputs,False
236,206,C,Preserving the same data structure,True
236,206,D,Preserving the same data interfaces,False
237,206,A,Sell-assessment reports of IT capability and maturity,False
237,206,B,IT performance benchmarking reports with competitors,False
237,206,C,Recent third-party IS audit reports,True
237,206,D,Current and previous internal IS audit reports,False
238,206,A,Reviewing vacation patterns,False
238,206,B,Reviewing user activity logs,False
238,206,C,Interviewing senior IT management,False
238,206,D,Mapping IT processes to roles,True
239,206,A,Ensure compliance with the data classification policy.,False
239,206,B,Protect the plan from unauthorized alteration.,False
239,206,C,Comply with business continuity best practice.,False
239,206,D,Reduce the risk of data leakage that could lead to an attack.,True
240,206,A,Perform substantive testing of terminated users' access rights.,False
240,206,B,Perform a review of terminated users' account activity,True
240,206,C,Communicate risks to the application owner.,False
240,206,D,Conclude that IT general controls ate ineffective.,False
241,206,A,Legal and compliance requirements,False
241,206,B,Customer agreements,False
241,206,C,Data classification,False
241,206,D,Organizational policies and procedures,True
242,206,A,Availability of IS audit resources,False
242,206,B,Remediation dates included in management responses,True
242,206,C,Peak activity periods for the business,False
242,206,D,Complexity of business processes identified in the audit,False
243,206,A,Obtain error codes indicating failed data feeds.,False
243,206,B,Purchase data cleansing tools from a reputable vendor.,False
243,206,C,Appoint data quality champions across the organization.,False
243,206,D,Implement business rules to reject invalid data.,True
244,206,A,forecast technology trends,False
244,206,B,establish the capacity of network communication links,False
244,206,C,identify the extent to which components need to be upgraded,True
244,206,D,determine business transaction volumes.,False
245,206,A,authorize secured emergency access,False
245,206,B,approve the organization's security policy,False
245,206,C,ensure access rules agree with policies,True
245,206,D,create role-based rules for each business process,False
246,206,A,The security of the desktop PC is enhanced.,False
246,206,B,Administrative security can be provided for the client.,False
246,206,C,Desktop application software will never have to be upgraded.,True
246,206,D,System administration can be better managed,False
247,206,A,Determine where delays have occurred,True
247,206,B,Assign additional resources to supplement the audit,False
247,206,C,Escalate to the audit committee,False
247,206,D,Extend the audit deadline,False
248,206,A,An imaging process was used to obtain a copy of the data from each computer.,False
248,206,B,The legal department has not been engaged.,False
248,206,C,The chain of custody has not been documented.,True
248,206,D,Audit was only involved during extraction of the Information,False
249,206,A,No dedicated security officer,False
249,206,B,No official charier for the information security management system,False
249,206,C,No periodic assessments to identify threats and vulnerabilities,True
249,206,D,No employee awareness training and education program,False
250,206,A,reflect current practices.,True
250,206,B,include new systems and corresponding process changes.,False
250,206,C,incorporate changes to relevant laws.,False
250,206,D,be subject to adequate quality assurance (QA).,False
251,206,A,provide a report to senior management prior to discussion with the auditee.,False
251,206,B,distribute a summary of general findings to the members of the auditing team.,True
251,206,C,provide a report to the auditee stating the initial findings.,False
251,206,D,review the working papers with the auditee.,False
252,206,A,Information security program plans,False
252,206,B,Penetration test results,False
252,206,C,Risk assessment results,True
252,206,D,Industry benchmarks,False
253,206,A,"Training was not provided to the department that handles intellectual property and
patents",False
253,206,B,Logging and monitoring for content filtering is not enabled.,True
253,206,C,Employees can share files with users outside the company through collaboration tools.,False
253,206,D,The collaboration tool is hosted and can only be accessed via an Internet browser,False
254,206,A,Review IT staff job descriptions for alignment,False
254,206,B,Develop quarterly training for each IT staff member.,False
254,206,C,Identify required IT skill sets that support key business processes,True
254,206,D,Include strategic objectives m IT staff performance objectives,False
255,206,A,Purchase of information management tools,False
255,206,B,Business use cases and scenarios,False
255,206,C,Access rights provisioned according to scheme,True
255,206,D,Detailed data classification scheme,False
256,206,A,Organizational chart,False
256,206,B,Audit charier,True
256,206,C,Engagement letter,False
256,206,D,Annual audit plan,False
257,206,A,randomly selected by a test generator.,False
257,206,B,provided by the vendor of the application.,False
257,206,C,randomly selected by the user.,False
257,206,D,simulated by production entities and customers.,True
258,206,A,Data with customer personal information,False
258,206,B,Data reported to the regulatory body,True
258,206,C,Data supporting financial statements,False
258,206,D,Data impacting business objectives,False
259,206,A,"Configure data quality alerts to check variances between the data warehouse and the
source system",False
259,206,B,"Require approval for changes in the extract/Transfer/load (ETL) process between the
two systems",False
259,206,C,Include the data warehouse in the impact analysis (or any changes m the source system,True
259,206,D,"Restrict access to changes in the extract/transfer/load (ETL) process between the two
systems",False
260,206,A,Message encryption,False
260,206,B,Certificate authority (CA),False
260,206,C,Steganography,False
260,206,D,Message digest,True
261,206,A,Compare the agile process with previous methodology.,False
261,206,B,Identify and assess existing agile process control,False
261,206,C,Understand the specific agile methodology that will be followed.,True
261,206,D,Interview business process owners to compile a list of business requirements,False
262,206,A,Security cameras deployed outside main entrance,False
262,206,B,Antistatic mats deployed at the computer room entrance,False
262,206,C,Muddy footprints directly inside the emergency exit,True
262,206,D,Fencing around facility is two meters high,False
263,206,A,Discovery,True
263,206,B,Attacks,False
263,206,C,Planning,False
263,206,D,Reporting,False
264,206,A,The certificate revocation list has not been updated.,True
264,206,B,The PKI policy has not been updated within the last year.,False
264,206,C,The private key certificate has not been updated.,False
264,206,D,The certificate practice statement has not been published,False
265,206,A,Verifying that access privileges have been reviewed,True
265,206,B,investigating access rights for expiration dates,False
265,206,C,Updating the continuity plan for critical resources,False
265,206,D,Updating the security policy,False
266,206,A,Continuous 24/7 support must be available.,False
266,206,B,The vendor must have a documented disaster recovery plan (DRP) in place.,False
266,206,C,Source code for the software must be placed in escrow.,True
266,206,D,The vendor must train the organization's staff to manage the new software,False
267,206,A,Low-value transactions,False
267,206,B,Real-lime transactions,True
267,206,C,Irregular transactions,False
267,206,D,Manual transactions,False
268,206,A,Availability of the user list reviewed,False
268,206,B,Confidentiality of the user list reviewed,False
268,206,C,Source of the user list reviewed,True
268,206,D,Completeness of the user list reviewed,False
269,206,A,Ensuring that audit trails exist for transactions,False
269,206,B,Restricting access to update programs to accounts payable staff only,False
269,206,C,Including the creator's user ID as a field in every transaction record created,False
269,206,D,Restricting program functionality according to user security profiles,True
270,206,A,The IT budget is not monitored,False
270,206,B,All IT services are provided by third parties.,False
270,206,C,IT value analysis has not been completed.,True
270,206,D,IT supports two different operating systems.,False
271,206,A,Average number of learning and training hours per IT staff member,False
271,206,B,Frequency of security assessments against the most recent standards and guidelines,False
271,206,C,Average time to turn strategic IT objectives into an agreed upon and approved initiative,True
271,206,D,"Percentage of staff with sufficient IT-related skills for the competency required of their
roles",False
272,206,A,"The standard is met as long as one member has a globally recognized audit
certification.",False
272,206,B,Technical co-sourcing must be used to help the new staff.,False
272,206,C,Team member assignments must be based on individual competencies.,True
272,206,D,The standard is met as long as a supervisor reviews the new auditors' work.,False
273,206,A,Evaluate the appropriateness of the remedial action taken.,True
273,206,B,Conduct a risk analysis incorporating the change.,False
273,206,C,Report results of the follow-up to the audit committee.,False
273,206,D,Inform senior management of the change in approach.,False
274,206,A,Require written authorization for all payment transactions,True
274,206,B,Restrict payment authorization to senior staff members.,False
274,206,C,Reconcile payment transactions with invoices.,False
274,206,D,Review payment transaction history,False
275,206,A,Decreased time for incident resolution,True
275,206,B,Increased number of incidents reviewed by IT management,False
275,206,C,Decreased number of calls lo the help desk,False
275,206,D,Increased number of reported critical incidents,False
276,206,A,Root cause,True
276,206,B,Responsible party,False
276,206,C,impact,False
276,206,D,Criteria,False
277,206,A,Reviewing the last compile date of production programs,True
277,206,B,Manually comparing code in production programs to controlled copies,False
277,206,C,Periodically running and reviewing test data against production programs,False
277,206,D,Verifying user management approval of modifications,False
278,206,A,System event correlation report,False
278,206,B,Database log,False
278,206,C,Change log,True
278,206,D,Security incident and event management (SIEM) report,False
279,206,A,The person who collected the evidence is not qualified to represent the case.,False
279,206,B,The logs failed to identify the person handling the evidence.,True
279,206,C,The evidence was collected by the internal forensics team.,False
279,206,D,The evidence was not fully backed up using a cloud-based solution prior to the trial.,False
280,206,A,Use automatic document classification based on content.,False
280,206,B,Have IT security staff conduct targeted training for data owners.,True
280,206,C,Publish the data classification policy on the corporate web portal.,False
280,206,D,Conduct awareness presentations and seminars for information classification policies.,False
281,206,A,"An employee is induced to reveal confidential IP addresses and passwords by
answering questions over the phone.",True
281,206,B,"A hacker walks around an office building using scanning tools to search for a wireless
network to gain access.",False
281,206,C,"An intruder eavesdrops and collects sensitive information flowing through the network
and sells it to third parties.",False
281,206,D,"An unauthorized person attempts to gain access to secure premises by following an
authorized person through a secure door.",False
282,206,A,Redundant pathways,False
282,206,B,Clustering,True
282,206,C,Failover power,False
282,206,D,Parallel testing,False
283,206,A,Ensure the third party allocates adequate resources to meet requirements.,False
283,206,B,Use analytics within the internal audit function,False
283,206,C,Conduct a capacity planning exercise,False
283,206,D,Utilize performance monitoring tools to verify service level agreements (SLAs),True
284,206,A,Business impact analysis (BIA),False
284,206,B,Fieldwork,False
284,206,C,Risk assessment,True
284,206,D,Risk control matrix,False
285,206,A,minimize scope changes to the system.,False
285,206,B,decrease the time allocated for user testing and review.,False
285,206,C,conceptualize and clarify requirements.,True
285,206,D,Improve efficiency of quality assurance (QA) testing,False
286,206,A,enterprise architecture (EA) has been complied with.,False
286,206,B,user requirements have been met.,True
286,206,C,acceptance testing has been properly executed.,False
286,206,D,user access controls have been adequately designed.,False
287,206,A,The organization's security policy,True
287,206,B,The number of remote nodes,False
287,206,C,The firewalls' default settings,False
287,206,D,The physical location of the firewalls,False
288,206,A,Function point analysis,False
288,206,B,Balanced scorecard review,False
288,206,C,Post-implementation review,True
288,206,D,Business impact analysis (BIA),False
289,206,A,document the exception in an audit report.,False
289,206,B,review security incident reports.,False
289,206,C,identify compensating controls.,True
289,206,D,notify the audit committee.,False
290,206,A,has adequate security.,True
290,206,B,logs ail database records.,False
290,206,C,Is accessible online,False
290,206,D,does not impact operational efficiency,False
291,206,A,the access control system's log settings.,False
291,206,B,how the latest system changes were implemented.,False
291,206,C,the access control system's configuration.,False
291,206,D,the access rights that have been granted.,True
292,206,A,Require documentation that the finding will be addressed within the new system,True
292,206,B,Schedule a meeting to discuss the issue with senior management,False
292,206,C,Perform an ad hoc audit to determine if the vulnerability has been exploited,False
292,206,D,Recommend the finding be resolved prior to implementing the new system,False
293,206,A,Staff members who failed the test did not receive follow-up education,True
293,206,B,Test results were not communicated to staff members.,False
293,206,C,Staff members were not notified about the test beforehand.,False
293,206,D,Security awareness training was not provided prior to the test.,False
294,206,A,architecture and cloud environment of the system.,False
294,206,B,business process supported by the system.,True
294,206,C,policies and procedures of the business area being audited.,False
294,206,D,availability reports associated with the cloud-based system.,False
295,206,A,evaluate replacement systems and performance monitoring software.,False
295,206,B,restrict functionality of system monitoring software to security-related events.,False
295,206,C,re-install the system and performance monitoring software.,False
295,206,D,"use analytical tools to produce exception reports from the system and performance
monitoring software",True
296,206,A,Technology risk,False
296,206,B,Detection risk,True
296,206,C,Control risk,False
296,206,D,Inherent risk,False
297,206,A,Temperature sensors,False
297,206,B,Humidity sensors,False
297,206,C,Water sensors,True
297,206,D,Air pressure sensors,False
298,206,A,Level of stakeholder satisfaction with the scope of planned IT projects,False
298,206,B,Percentage of enterprise risk assessments that include IT-related risk,True
298,206,C,Percentage of stat satisfied with their IT-related roles,False
298,206,D,Frequency of business process capability maturity assessments,False
299,206,A,SIEM reporting is customized.,False
299,206,B,SIEM configuration is reviewed annually,False
299,206,C,The SIEM is decentralized.,True
299,206,D,SIEM reporting is ad hoc.,False
300,206,A,Rotating backup copies of transaction files offsite,False
300,206,B,"Using a database management system (DBMS) to dynamically back-out partially
processed transactions",True
300,206,C,Maintaining system console logs in electronic formal,False
300,206,D,Ensuring bisynchronous capabilities on all transmission lines,False
301,206,A,promote best practices,False
301,206,B,increase efficiency.,False
301,206,C,optimize investments.,True
301,206,D,ensure compliance.,False
302,206,A,Right to perform e-discovery,False
302,206,B,Advice from legal counsel,False
302,206,C,Preserving the chain of custody,True
302,206,D,Results of a root cause analysis,False
303,206,A,An assessment of whether requirements will be fully met,False
303,206,B,An assessment indicating security controls will operateeffectively,False
303,206,C,An assessment of whether the expected benefits can beachieved,True
303,206,D,An assessment indicating the benefits will exceed the implement,False
304,206,A,Procedures may not align with best practices,False
304,206,B,Human resources (HR) records may not match system access.,False
304,206,C,Unauthorized access cannot he identified.,False
304,206,D,Access rights may not be removed in a timely manner.,True
305,206,A,Review of program documentation,False
305,206,B,Use of test transactions,True
305,206,C,Interviews with knowledgeable users,False
305,206,D,Review of source code,False
306,206,A,each information asset is to a assigned to a different classification.,False
306,206,B,the security criteria are clearly documented for each classification,True
306,206,C,Senior IT managers are identified as information owner.,False
306,206,D,the information owner is required to approve access to the asset,False
307,206,A,The quality of the data is not monitored.,True
307,206,B,Imported data is not disposed frequently.,False
307,206,C,The transfer protocol is not encrypted.,False
307,206,D,The transfer protocol does not require authentication.,False
308,206,A,Determination of IP range in use,False
308,206,B,Analysis of traffic content,False
308,206,C,Isolation of rogue access points,False
308,206,D,Identification of existing nodes,True
309,206,A,The security weakness facilitating the attack was not identified.,True
309,206,B,The attack was not automatically blocked by the intrusion detection system (IDS).,False
309,206,C,The attack could not be traced back to the originating person.,False
309,206,D,Appropriate response documentation was not maintained.,False
310,206,A,Monitor and restrict vendor activities,True
310,206,B,Issues an access card to the vendor.,False
310,206,C,Conceal data devices and information labels,False
310,206,D,Restrict use of portable and wireless devices.,False
311,206,A,Real-time backup,False
311,206,B,Virtual backup,False
311,206,C,Differential backup,True
311,206,D,Full backup,False
312,206,A,Statistical metrics measuring capacity utilization,True
312,206,B,Operations report of user dissatisfaction with response time,False
312,206,C,Tuning of system software to optimize resource usage,False
312,206,D,Report of off-peak utilization and response time,False
313,206,A,Role-based access control policies,False
313,206,B,Types of data that can be uploaded to the platform,True
313,206,C,Processes for on-boarding and off-boarding users to the platform,False
313,206,D,Processes for reviewing administrator activity,False
314,206,A,data analytics findings.,True
314,206,B,audit trails,False
314,206,C,acceptance lasting results,False
314,206,D,rollback plans,False
315,206,A,Prepare detailed plans for each business function.,False
315,206,B,Involve staff at all levels in periodic paper walk-through exercises.,True
315,206,C,Regularly update business impact assessments.,False
315,206,D,Make senior managers responsible for their plan sections.,False
316,206,A,prevents loss of assets.,False
316,206,B,helps to align organizational objectives.,False
316,206,C,facilitates budgeting accuracy.,False
316,206,D,enables risk management decisions.,True
317,206,A,Customer service complaints,False
317,206,B,Automated monitoring of logs,True
317,206,C,Server crashes,False
317,206,D,Penetration testing,False
318,206,A,Perimeter firewall,False
318,206,B,Data loss prevention (DLP) system,False
318,206,C,Web application firewall,False
318,206,D,Network segmentation,True
319,206,A,Improved disaster recovery,False
319,206,B,Better utilization of resources,True
319,206,C,Stronger data security,False
319,206,D,Increased application performance,False
320,206,A,Separate authorization for input of transactions,True
320,206,B,Statistical sampling of adjustment transactions,False
320,206,C,Unscheduled audits of lost stock lines,False
320,206,D,An edit check for the validity of the inventory transaction,False
321,206,A,Program coding standards have been followed,False
321,206,B,Acceptance test criteria have been developed,True
321,206,C,Data conversion procedures have been established.,False
321,206,D,The design has been approved by senior management.,False
322,206,A,Unit testing,False
322,206,B,Pilot testing,False
322,206,C,System testing,False
322,206,D,Integration testing,True
323,206,A,There are documented compensating controls over the business processes.,True
323,206,B,"The risk acceptances were previously reviewed and approved by appropriate senior
management",False
323,206,C,"The business environment has not significantly changed since the risk acceptances
were approved.",False
323,206,D,The risk acceptances with issues reflect a small percentage of the total population,False
324,206,A,Abuses by employees have not been reported.,False
324,206,B,Lessons learned have not been properly documented,False
324,206,C,vulnerabilities have not been properly addressed,True
324,206,D,Security incident policies are out of date.,False
325,206,A,Server room access history,False
325,206,B,Emergency change records,False
325,206,C,IT security incidents,False
325,206,D,Penetration test results,True
326,206,A,Disposal policies and procedures are not consistently implemented,False
326,206,B,"Evidence is not available to verify printer hard drives have been sanitized prior to
disposal.",True
326,206,C,Business units are allowed to dispose printers directly to,False
326,206,D,Inoperable printers are stored in an unsecured area.,False
327,206,A,A formal request for proposal (RFP) process,False
327,206,B,Business case development procedures,False
327,206,C,An information asset acquisition policy,False
327,206,D,Asset life cycle management.,True
328,206,A,Implement key performance indicators (KPIs),True
328,206,B,Implement annual third-party audits.,False
328,206,C,Benchmark organizational performance against industry peers.,False
328,206,D,Require executive management to draft IT strategy,False
329,206,A,The IT strategy is modified in response to organizational change.,False
329,206,B,The IT strategy is approved by executive management.,True
329,206,C,The IT strategy is based on IT operational best practices.,False
329,206,D,The IT strategy has significant impact on the business strategy,False
330,206,A,Process and resource inefficiencies,False
330,206,B,Irregularities and illegal acts,False
330,206,C,Noncompliance with organizational policies,False
330,206,D,Misalignment with business objectives,True
331,206,A,Sampling risk,False
331,206,B,Detection risk,True
331,206,C,Control risk,False
331,206,D,Inherent risk,False
332,206,A,Strong risk management practices,False
332,206,B,Internal auditor commitment,False
332,206,C,Supportive corporate culture,True
332,206,D,Documented policies,False
333,206,A,Perform background verification checks.,False
333,206,B,Review third-party audit reports.,False
333,206,C,Implement change management review.,False
333,206,D,Conduct a privacy impact analysis.,True
334,206,A,Restricting evidence access to professionally certified forensic investigators,False
334,206,B,Documenting evidence handling by personnel throughout the forensic investigation,True
334,206,C,"Performing investigative procedures on the original hard drives rather than images of the
hard drives",False
334,206,D,Engaging an independent third party to perform the forensic investigation,False
335,206,A,The survey results were not presented in detail lo management.,False
335,206,B,The survey questions did not address the scope of the business case.,True
335,206,C,The survey form template did not allow additional feedback to be provided.,False
335,206,D,The survey was issued to employees a month after implementation.,False
336,206,A,Simple mail transfer protocol (SMTP),False
336,206,B,Simple object access protocol (SOAP),False
336,206,C,Hypertext transfer protocol (HTTP),False
336,206,D,File transfer protocol (FTP),True
337,206,A,Use an electronic vault for incremental backups,False
337,206,B,Deploy a fully automated backup maintenance system.,False
337,206,C,Periodically test backups stored in a remote location,True
337,206,D,Use both tape and disk backup systems,False
338,206,A,Leverage the work performed by external audit for the internal audit testing.,True
338,206,B,Ensure both the internal and external auditors perform the work simultaneously.,False
338,206,C,Request that the external audit team leverage the internal audit work.,False
338,206,D,Roll forward the general controls audit to the subsequent audit year.,False
339,206,A,Shared facilities,False
339,206,B,Adequacy of physical and environmental controls,True
339,206,C,Results of business continuity plan (BCP) test,False
339,206,D,Retention policy and period,False
340,206,A,CCTV recordings are not regularly reviewed.,True
340,206,B,CCTV cameras are not installed in break rooms,False
340,206,C,CCTV records are deleted after one year.,False
340,206,D,CCTV footage is not recorded 24 x 7.,False
341,206,A,Review a report of security rights in the system.,True
341,206,B,Observe the performance of business processes.,False
341,206,C,Develop a process to identify authorization conflicts.,False
341,206,D,Examine recent system access rights violations.,False
342,206,A,Users are not required to change their passwords on a regular basis,False
342,206,B,Management does not review application user activity logs,False
342,206,C,User accounts are shared between users,True
342,206,D,Password length is set to eight characters,False
343,206,A,deleted data cannot easily be retrieved.,False
343,206,B,deleting the files logically does not overwrite the files' physical data.,True
343,206,C,backup copies of files were not deleted as well.,False
343,206,D,deleting all files separately is not as efficient as formatting the hard disk.,False
344,206,A,Utilize a network-based firewall.,False
344,206,B,Conduct regular user security awareness training.,False
344,206,C,Perform domain name system (DNS) server security hardening.,True
344,206,D,Enforce a strong password policy meeting complexity requirement.,False
345,206,A,Media recycling policy,False
345,206,B,Media sanitization policy,True
345,206,C,Media labeling policy,False
345,206,D,Media shredding policy,False
346,206,A,Change management,False
346,206,B,Problem management,True
346,206,C,incident management,False
346,206,D,Configuration management,False
347,206,A,application programmer,True
347,206,B,systems programmer,False
347,206,C,computer operator,False
347,206,D,quality assurance (QA) personnel,False
348,206,A,Analysis of industry benchmarks,False
348,206,B,Identification of organizational goals,True
348,206,C,Analysis of quantitative benefits,False
348,206,D,Implementation of a balanced scorecard,False
349,206,A,Installing security software on the devices,False
349,206,B,Partitioning the work environment from personal space on devices,True
349,206,C,Preventing users from adding applications,False
349,206,D,Restricting the use of devices for personal purposes during working hours,False
350,206,A,Analyze a new application that moots the current re,False
350,206,B,Perform an analysis to determine the business risk,False
350,206,C,Bring the escrow version up to date.,True
350,206,D,Develop a maintenance plan to support the application using the existing code,False
351,206,A,"Ensure sufficient audit resources are allocated,",False
351,206,B,Communicate audit results organization-wide.,False
351,206,C,Ensure ownership is assigned.,True
351,206,D,Test corrective actions upon completion.,False
352,206,A,Understanding the data classification levels,False
352,206,B,Formalizing data ownership,True
352,206,C,Developing a privacy policy,False
352,206,D,Planning for secure storage capacity,False
353,206,A,Environment segregation,False
353,206,B,Reconciliation,True
353,206,C,System backups,False
353,206,D,Access controls,False
354,206,A,Network penetration tests are not performed,True
354,206,B,The network firewall policy has not been approved by the information security officer.,False
354,206,C,Network firewall rules have not been documented.,False
354,206,D,The network device inventory is incomplete.,False
355,206,A,Limiting access to the data files based on frequency of use,False
355,206,B,Obtaining formal agreement by users to comply with the data classification policy,False
355,206,C,Applying access controls determined by the data owner,True
355,206,D,Using scripted access control lists to prevent unauthorized access to the server,False
356,206,A,Have an independent party review the source calculations,False
356,206,B,Execute copies of EUC programs out of a secure library,True
356,206,C,implement complex password controls,False
356,206,D,Verify EUC results through manual calculations,False
357,206,A,use a proxy server to filter out Internet sites that should not be accessed.,False
357,206,B,keep a manual log of Internet access.,False
357,206,C,monitor remote access activities.,False
357,206,D,include a statement in its security policy about Internet use.,True
358,206,A,To address the overall risk associated with the activity under review,False
358,206,B,To identify areas with relatively high probability of material problems,True
358,206,C,To help ensure maximum use of audit resources during the engagement,False
358,206,D,To help prioritize and schedule auditee meetings,False
359,206,A,Alarm system with CCTV,False
359,206,B,Access control log,True
359,206,C,Security incident log,False
359,206,D,Access card allocation records,False
360,206,A,failure to maximize the use of equipment,False
360,206,B,unanticipated increase in business s capacity needs.,True
360,206,C,cost of excessive data center storage capacity,False
360,206,D,impact to future business project funding.,False
361,206,A,"Assign the security risk analysis to a specially trained member of the project
management office.",False
361,206,B,Deploy changes in a controlled environment and observe for security defects.,False
361,206,C,Include a mandatory step to analyze the security impact when making changes.,True
361,206,D,Mandate that the change analyses are documented in a standard format.,False
362,206,A,The cost of outsourcing is lower than in-house development.,False
362,206,B,The vendor development team is located overseas.,False
362,206,C,A training plan for business users has not been developed.,False
362,206,D,The data model is not clearly documented.,True
363,206,A,Establishing a well-designed framework for network servirces.,False
363,206,B,Finding performance metrics that can be measured properly,True
363,206,C,Ensuring that network components are not modified by the client,False
363,206,D,Reducing the number of entry points into the network,False
364,206,A,Determine the resources required to make the controleffective.,False
364,206,B,Validate the overall effectiveness of the internal control.,False
364,206,C,Verify the impact of the control no longer being effective.,False
364,206,D,Ascertain the existence of other compensating controls.,True
365,206,A,security parameters are set in accordance with the manufacturer s standards.,False
365,206,B,a detailed business case was formally approved prior to the purchase.,False
365,206,C,security parameters are set in accordance with the organization's policies.,True
365,206,D,the procurement project invited lenders from at least three different suppliers.,False
366,206,A,Explain the impact to disaster recovery.,True
366,206,B,Explain the impact to resource requirements.,False
366,206,C,Explain the impact to incident management.,False
366,206,D,Explain the impact to backup scheduling.,False
367,206,A,IT steering committee minutes,False
367,206,B,Business objectives,True
367,206,C,Alignment with the IT tactical plan,False
367,206,D,Compliance with industry best practice,False
368,206,A,The end-to-end process is understood and documented.,True
368,206,B,Roles and responsibilities are defined for the business processes in scope.,False
368,206,C,A benchmarking exercise of industry peers who use RPA has been completed.,False
368,206,D,A request for proposal (RFP) has been issued to qualified vendors.,False
369,206,A,some of the identified throats are unlikely to occur.,False
369,206,B,all identified throats relate to external entities.,False
369,206,C,the exercise was completed by local management.,True
369,206,D,neighboring organizations operations have been included.,False
370,206,A,Increasing the frequency of risk-based IS audits for each business entity,False
370,206,B,Developing a risk-based plan considering each entity's business processes,True
370,206,C,Conducting an audit of newly introduced IT policies and procedures,False
370,206,D,Revising IS audit plans to focus on IT changes introduced after the split,False
371,206,A,To limit the liability associated with storing and protecting information,True
371,206,B,To document business objectives for processing data within the organization,False
371,206,C,To assign responsibility and ownership for data protection outside IT,False
371,206,D,To establish a recovery point detective (RPO) for (toaster recovery procedures,False
372,206,A,The use of the cloud negatively impacting IT availably,False
372,206,B,Increased need for user awareness training,False
372,206,C,"Increased vulnerability due to anytime, anywhere accessibility",True
372,206,D,Lack of governance and oversight for IT infrastructure and applications,False
373,206,A,The applications are not included in business continuity plans (BCFs),False
373,206,B,The applications may not reasonably protect data.,True
373,206,C,The application purchases did not follow procurement policy.,False
373,206,D,The applications could be modified without advanced notice.,False
374,206,A,Using smart cards with one-time passwords,False
374,206,B,Periodically reviewing log files,True
374,206,C,Configuring the router as a firewall,False
374,206,D,Installing biometrics-based authentication,False
375,206,A,Testing incident response plans with a wide range of scenarios,False
375,206,B,Prioritizing incidents after impact assessment.,False
375,206,C,Linking incidents to problem management activities,True
375,206,D,Training incident management teams on current incident trends,False
376,206,A,Restricting program functionality according to user security profiles,False
376,206,B,Restricting access to update programs to accounts payable staff only,False
376,206,C,Including the creator’s user ID as a field in every transaction record created,False
376,206,D,Ensuring that audit trails exist for transactions,True
377,206,A,conduct interviews to gain background information.,False
377,206,B,focus the team on internal controls.,True
377,206,C,report on the internal control weaknesses.,False
377,206,D,provide solutions for control weaknesses.,False
378,206,A,Earned value analysis (EVA),True
378,206,B,Return on investment (ROI) analysis,False
378,206,C,Gantt chart,False
378,206,D,Critical path analysis,False
379,206,A,Ensure that paper documents arc disposed security.,False
379,206,B,Implement an intrusion detection system (IDS).,False
379,206,C,Verify that application logs capture any changes made.,False
